name	rank	relative_path	size_bytes	char_count	sha1	is_text
README.md	9	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/operational_modes/README.md	331	331	d55e942799f4dd6c87e9d20368a15738004e3617	True
README.md	10	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/.pytest_cache/README.md	302	302	54be9e578952c88d983b7d92c5f96579869575a3	True
README.md	11	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/.pytest_cache/README.md	302	302	54be9e578952c88d983b7d92c5f96579869575a3	True
README.md	12	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/TODO/experimental/geometry_holonomy_monolith/README.md	262	261	37abf84ea7dacb7f6b903e60e2ed1f900a0db5f1	True
README.md	13	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/Simulations/README.md	238	238	79271c26e1ab97c2ec17fca2c0cff336875fb38b	True
README.md	14	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/assumptions/README.md	217	217	ce57042ab94aae05564d6a9d2869bcb2ce52e295	True
README.md	15	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/artifacts/README.md	180	180	8e04e4f08f48ee49419acb8ddf64972615183190	True
README.md	16	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/decisions/README.md	174	174	6d922b8f877bce3d9d9f9c9dd5c530d7ce0c5826	True
README.md	17	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/bibliography/README.md	171	171	1a31e2244f493f57ac8a6274058c9ac547164df7	True
README.md	18	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/provenance/README.md	162	162	b13e9cdd67b5a9d4462f17c811f6e03f1bfbe82a	True
README.md	19	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/reverse_operational_modes/README.md	152	152	6326e76ff0b7cf964a7caa268c18ecffe0c7a2c9	True
README.md	20	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/sectors/cosmology/README.md	147	147	b7cf56a01515564395309397dfb9567254911048	True
README.md	21	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/sectors/neutrino/README.md	145	145	c858ae2294febb526b9f086bdea2823cf031e08f	True
README.md	22	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/interfaces/README.md	142	142	70470b789fbbfcf7a811946c1ac9a2a92c77d7a3	True
README.md	23	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/constants/Lambda0/README.md	142	142	819bc7698bcdb3fa82f2371125ad5401b28c3180	True
README.md	24	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/falsification/README.md	141	141	76892ecfb1bc4754bda18a44d779fcc1485778bf	True
README.md	25	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/sectors/hadron/README.md	141	141	2549ef573fef7d126341409c3932033f0c06f531	True
README.md	26	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/sectors/lepton/README.md	141	141	55fb8b54ab609d31fb841f7a8b81a4cead6b7fc6	True
README.md	27	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/sectors/quark/README.md	139	139	dbcff8f9bd8eac372ed82434d64a4622c7a9c643	True
README.md	28	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/constants/kappa/README.md	138	138	a07ae3e6ba0944614dd2ad1cec4e32e5bb8f9a92	True
README.md	29	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/constants/tau/README.md	134	134	ab0e11201e9ac516f114470fabf14a7037b8f077	True
README.md	30	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/constants/I0/README.md	132	132	6bdadbd56f277664f8213c6d166b70fd63b52557	True
README.md	31	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/archive/README.md	107	107	873998132ed9fd54e7ddb425513f12973eeccd89	True
README.md	32	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/benchmarks/README.md	103	103	90350554ac1752ccccac494073e626ea63896a96	True
README.md	33	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/whitepapers/README.md	91	91	aa42b4eb787913a7c6a95702eca89e5b7cb9fd8b	True
README.md	34	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/environments/README.md	90	90	6c518a98b97e1f1737742e8418d9d3bb27626da8	True
README.md	35	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/src/ciel_foundations/initial_conditions/README.md	89	89	68b85881d2874fe6321f37d7806dd18acaf9b445	True
README.md	36	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/schemas/README.md	78	78	8c44d31431da1391f0cb5c07c428604d299affe2	True
README.md	37	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/tests/falsification/README.md	77	77	9d0629f3b9368b106e0a9264c6092e2378227c70	True
README.md	38	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/tests/numeric/README.md	77	77	9d0629f3b9368b106e0a9264c6092e2378227c70	True
README.md	39	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/tests/regression/README.md	77	77	9d0629f3b9368b106e0a9264c6092e2378227c70	True
README.md	40	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/tests/symbolic/README.md	77	77	9d0629f3b9368b106e0a9264c6092e2378227c70	True
README.md	41	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/src/ciel_foundations/bloch/README.md	76	76	84f42fec0903d1515f81d656fe6774e90be6594e	True
README.md	42	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/src/ciel_foundations/holonomy/README.md	75	75	351a32a2624f282f02fc13ff78a0b3818609fe53	True
README.md	43	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/src/ciel_foundations/genesis/README.md	72	72	5f945d2fe09cb41b47fdab5345f4fcd11d14061d	True
README.md	44	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/src/ciel_foundations/tau_solver/README.md	70	70	053cbd276b8b2ce1256195d0de7c9c2fe4ce26f1	True
README.md	45	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/archive/notebooks_quarantine/README.md	69	69	5a1c5a1b64d8a4cb77119cc3f64c5b1b31dfb002	True
README.md	46	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/Simulations/results/README.md	63	63	9c5a145146c4dd1f4e44c3fa803dd3f454bd2bb2	True
README.md	47	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/src/ciel_foundations/closure/README.md	58	58	7a2752801dcb73cf4d4d11ed51ea35a94438ea4b	True
README.md	48	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/Simulations/code/README.md	58	58	70c5865c3e6c51908ca7cf9f33797e73e2073991	True
README.md	49	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/provenance/runs/README.md	40	40	21b7f6792a19871b3b7e39530894723bcc7286f3	True
README.md	50	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/provenance/datasets/README.md	38	38	fa272ab1c5cdc85bbd7e00b3327601c8a3998837	True
README.md	51	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/LaTeX/macros/README.md	29	29	2580294678c2786b2e02e589ba144211b1f40452	True
README.md	52	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/interpretations/ontology/README.md	27	27	a23d3b138446d0e596a46ab660c035cf8c4d2db9	True
README.md	53	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/interpretations/physics/README.md	26	26	bc9a1d48ee21d77fa3d06b645011a3002d8e4468	True
README.md	54	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/LaTeX/papers/README.md	26	26	0ebec97a8c9d87e3ce525477947046bca87cac6c	True
README.md	55	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/LaTeX/tables/README.md	25	25	bb7db356200e81db49a4c31779b365fd8f540f79	True
README.md	56	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/interpretations/limits/README.md	24	24	3b437b967499eecf03334920ab8f9b2dd9692afe	True
README.md	57	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/whitepapers/constants/README.md	23	23	1bfb9f6756cce4b78984571ca1e64da31ec0c82c	True
README.md	58	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/environments/lock/README.md	22	22	aea402ffca5c2a6124b922149fe792b04eb077f9	True
README.md	59	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/whitepapers/modules/README.md	21	21	3fb2dedf1834b9bb88c25fb6108d2173c842e4db	True
README.md	60	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/whitepapers/sectors/README.md	21	21	c2a36373bc5571ec7aad67a0c4e92b4e93e555dc	True
__init__.py	1	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/memory/__init__.py	3957	3956	23c78fcdf6b3fe14911cfcaf9f7357ed1ab2ee57	True
__init__.py	2	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/vocabulary/__init__.py	2319	2317	4c0192faaf9e22f0ba8e27a98f1aabb16938e114	True
__init__.py	3	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/TODO/vocabulary/__init__.py	2319	2317	4c0192faaf9e22f0ba8e27a98f1aabb16938e114	True
__init__.py	4	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/braid/__init__.py	676	676	1eb92da25f79c66b375ce0a54433049e2d372892	True
__init__.py	5	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/config/__init__.py	575	574	d6c79aad8b9c7f9caec38d4b7ccb32e496379b21	True
__init__.py	6	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/memory/monolith/__init__.py	467	464	2937140b2e29120cf1468c85215f94fcf468a1a4	True
__init__.py	7	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel/__init__.py	395	392	6afb9711ec68dbb4d2209ebe7848f918ce337daf	True
__init__.py	8	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/constraints/__init__.py	361	361	882dd9e10732f9a290ea70641c7365f51650c9b3	True
__init__.py	9	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/emotion/cqcl/__init__.py	327	324	7eb101e0dece5f5ff2fbc94c8b503fb8f0b2c15a	True
__init__.py	10	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/__init__.py	289	286	97b951d88c6eab9ff1b1ec009f534e797d2d3fcf	True
__init__.py	11	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/fields/__init__.py	269	265	be1d7ff058dd8ec9ed4c2768f7639bae167065ef	True
__init__.py	12	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/resonance/__init__.py	248	245	455b22517ac496590995a52a01f15ba1b67b2e90	True
__init__.py	13	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel_wave/__init__.py	237	234	99a8759606fc38ea68ea999332d66f099b5a4f1f	True
__init__.py	14	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/experiments/intentional_tetra_or/__init__.py	233	230	8ccd33720b25301ab6a402691d7d1816d4915f38	True
__init__.py	15	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/__init__.py	210	209	95dc21f97fb49682fb2083ae090f0f6ebbe8f8df	True
__init__.py	16	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel/memory/__init__.py	159	156	24812d4c4b693c781a1859001959f60c378e483e	True
__init__.py	17	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel_io/__init__.py	130	127	278b49a2639306a64e8fd96a35445b91ffcff12f	True
__init__.py	18	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/compute/__init__.py	121	118	c018bc5ca579777501f137b38be316c06c6582f2	True
__init__.py	19	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/mathematics/universal_law/__init__.py	98	94	96f42ec48df9cd4cd275dc96d79692649e8f3a31	True
__init__.py	20	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/vocabulary_tools/__init__.py	87	87	f2385e3cffa5c22f77ea0e89aa8851e54bcd47b9	True
__init__.py	21	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/runtime/agent/__init__.py	89	86	a287ec14808b36c06e28e37c5c7bd617385e19c2	True
__init__.py	22	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/symbolic/__init__.py	85	82	83bc0bc057196776d29ccc64f350a0f3c1b2c7ab	True
__init__.py	23	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/mathematics/paradoxes/__init__.py	85	82	63a0776da892dd9692c8b3cd47bb783c5b72a865	True
__init__.py	24	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/runtime/__init__.py	85	81	e5d5603ecd8709f655b0bb60babcfd51453d990b	True
__init__.py	25	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/emotion/__init__.py	84	81	fe30bac5ffaf92bae62b328e9c5f90ec1f0a2526	True
__init__.py	26	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/visualization/__init__.py	81	78	d152b0e8effc7e5b1e1ca9bb019d87a6b242f6cc	True
__init__.py	27	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/bio/__init__.py	81	78	89658a9e5f8ed2982fff71a98d5c331eac180d94	True
__init__.py	28	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/mathematics/__init__.py	79	74	05e511d4dcb62ca1030de7ff9755a5ed038e0e6a	True
__init__.py	29	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/integration/__init__.py	77	74	b3f5bec505adb0cd9e3a478e23aa062d24f26fb2	True
__init__.py	30	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/cognition/__init__.py	82	73	673ce63471efcfcc69a4fd548edbe3e6a151aa16	True
__init__.py	31	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ethics/__init__.py	72	69	ec9ff67cc1d63bcf2b86c071be84c626e7d377d2	True
__init__.py	32	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/mathematics/lie4/__init__.py	73	68	501818091efaa13c307b46a3a0fd725bfb35bd93	True
__init__.py	33	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/quantum/__init__.py	71	68	08f7bf7e743c45b3935811356146d7d286764c32	True
__init__.py	34	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/runtime/omega/__init__.py	69	66	b4437a4f02c9a8d3cc38de0de850d864d996d324	True
__init__.py	35	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/experiments/__init__.py	68	65	1404e938ed1c5cde4bafc2d715d0391ee286b129	True
__init__.py	36	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/physics/__init__.py	65	62	60e4168d6bded9cfc075d7c98d790ea2caeba6c9	True
__init__.py	37	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/calibration/__init__.py	68	61	6b4b9e28201547a2a72c66edcffb293e09f08efc	True
__init__.py	38	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/bridge/__init__.py	54	53	328358f712fe8e4946f404e7d1264652a0283bef	True
__init__.py	39	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/src/ciel_foundations/initial_conditions/__init__.py	33	33	8530c8f1baf708e730bcfc0602f9cc6a9e1da4f9	True
__init__.py	40	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/src/ciel_foundations/__init__.py	32	32	55b88e45d5a53ab6526d2647e77925cac9fa5d26	True
__init__.py	41	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/src/ciel_foundations/tau_solver/__init__.py	25	25	890a492c3d2ea1daec66166c7de46d400105f1ec	True
__init__.py	42	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/src/ciel_foundations/holonomy/__init__.py	23	23	1f1f3fd8ca1dc5b7468b09d15a117448b58ffe15	True
__init__.py	43	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/src/ciel_foundations/closure/__init__.py	22	22	957f82e7a5d98e0c335769df79356c470b77bfbe	True
__init__.py	44	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/src/ciel_foundations/genesis/__init__.py	22	22	4830563b6576977376d06950421ae3625c009880	True
__init__.py	45	CIEL_FOUNDATIONS_SCAFFOLD_V2/CIEL_FOUNDATIONS/src/ciel_foundations/bloch/__init__.py	20	20	d6d303edc6169d27790c4b56d7fd22e368757378	True
rules_immutable.json	1	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/configs/rules_immutable.json	150	150	a03dd081b8f052a2c870a90bfa0a39a5e11510ac	True
rules_immutable.json	2	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/configs/rules_immutable.json	150	150	a03dd081b8f052a2c870a90bfa0a39a5e11510ac	True
heuristics_user.json	1	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/configs/heuristics_user.json	255	255	0fc02fccf6d53c93d395fb2da6c6b89435a33ae4	True
heuristics_user.json	2	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/configs/heuristics_user.json	255	255	0fc02fccf6d53c93d395fb2da6c6b89435a33ae4	True
heuristics_self.json	1	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/configs/heuristics_self.json	221	221	396d76b8964c6b8d364fb68d0c1ef89f0984e59e	True
heuristics_self.json	2	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/configs/heuristics_self.json	221	221	396d76b8964c6b8d364fb68d0c1ef89f0984e59e	True
.gitignore	1	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/.pytest_cache/.gitignore	37	37	cc9aa9dc139ca3d797f2c9c27f4a912b2461098b	True
.gitignore	2	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/.pytest_cache/.gitignore	37	37	cc9aa9dc139ca3d797f2c9c27f4a912b2461098b	True
CACHEDIR.TAG	1	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/.pytest_cache/CACHEDIR.TAG	191		74a33d12cf1d479b4901bc0a0dd1cf02df998f0b	False
CACHEDIR.TAG	2	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/.pytest_cache/CACHEDIR.TAG	191		74a33d12cf1d479b4901bc0a0dd1cf02df998f0b	False
nodeids	1	CIEL_OMEGA_COMPLETE_SYSTEM_WITH_README/CIEL_OMEGA_COMPLETE_SYSTEM/.pytest_cache/v/cache/nodeids	4812		59c595a462ae1f396711aacd1a55830e994adfbd	False
