name	rank	relative_path	size_bytes	char_count	sha1	is_text
README.md	27	systems/CIEL_FOUNDATIONS/sectors/neutrino/README.md	145	145	c858ae2294febb526b9f086bdea2823cf031e08f	True
README.md	28	systems/CIEL_FOUNDATIONS/interfaces/README.md	142	142	70470b789fbbfcf7a811946c1ac9a2a92c77d7a3	True
README.md	29	systems/CIEL_FOUNDATIONS/constants/Lambda0/README.md	142	142	819bc7698bcdb3fa82f2371125ad5401b28c3180	True
README.md	30	systems/CIEL_FOUNDATIONS/falsification/README.md	141	141	76892ecfb1bc4754bda18a44d779fcc1485778bf	True
README.md	31	systems/CIEL_FOUNDATIONS/sectors/hadron/README.md	141	141	2549ef573fef7d126341409c3932033f0c06f531	True
README.md	32	systems/CIEL_FOUNDATIONS/sectors/lepton/README.md	141	141	55fb8b54ab609d31fb841f7a8b81a4cead6b7fc6	True
README.md	33	systems/CIEL_FOUNDATIONS/sectors/quark/README.md	139	139	dbcff8f9bd8eac372ed82434d64a4622c7a9c643	True
README.md	34	systems/CIEL_FOUNDATIONS/constants/kappa/README.md	138	138	a07ae3e6ba0944614dd2ad1cec4e32e5bb8f9a92	True
README.md	35	systems/CIEL_FOUNDATIONS/constants/tau/README.md	134	134	ab0e11201e9ac516f114470fabf14a7037b8f077	True
README.md	36	systems/CIEL_FOUNDATIONS/constants/I0/README.md	132	132	6bdadbd56f277664f8213c6d166b70fd63b52557	True
README.md	37	systems/CIEL_FOUNDATIONS/archive/README.md	107	107	873998132ed9fd54e7ddb425513f12973eeccd89	True
README.md	38	systems/CIEL_FOUNDATIONS/benchmarks/README.md	103	103	90350554ac1752ccccac494073e626ea63896a96	True
README.md	39	integrations/README.md	100	100	1eafc0a036566b5a02be622c486e57d8a759c294	True
README.md	40	systems/CIEL_FOUNDATIONS/whitepapers/README.md	91	91	aa42b4eb787913a7c6a95702eca89e5b7cb9fd8b	True
README.md	41	systems/CIEL_FOUNDATIONS/environments/README.md	90	90	6c518a98b97e1f1737742e8418d9d3bb27626da8	True
README.md	42	systems/CIEL_FOUNDATIONS/src/ciel_foundations/initial_conditions/README.md	89	89	68b85881d2874fe6321f37d7806dd18acaf9b445	True
README.md	43	systems/CIEL_FOUNDATIONS/schemas/README.md	78	78	8c44d31431da1391f0cb5c07c428604d299affe2	True
README.md	44	systems/CIEL_FOUNDATIONS/tests/falsification/README.md	77	77	9d0629f3b9368b106e0a9264c6092e2378227c70	True
README.md	45	systems/CIEL_FOUNDATIONS/tests/numeric/README.md	77	77	9d0629f3b9368b106e0a9264c6092e2378227c70	True
README.md	46	systems/CIEL_FOUNDATIONS/tests/regression/README.md	77	77	9d0629f3b9368b106e0a9264c6092e2378227c70	True
README.md	47	systems/CIEL_FOUNDATIONS/tests/symbolic/README.md	77	77	9d0629f3b9368b106e0a9264c6092e2378227c70	True
README.md	48	systems/CIEL_FOUNDATIONS/src/ciel_foundations/bloch/README.md	76	76	84f42fec0903d1515f81d656fe6774e90be6594e	True
README.md	49	systems/CIEL_FOUNDATIONS/src/ciel_foundations/holonomy/README.md	75	75	351a32a2624f282f02fc13ff78a0b3818609fe53	True
README.md	50	systems/CIEL_FOUNDATIONS/src/ciel_foundations/genesis/README.md	72	72	5f945d2fe09cb41b47fdab5345f4fcd11d14061d	True
README.md	51	systems/CIEL_FOUNDATIONS/src/ciel_foundations/tau_solver/README.md	70	70	053cbd276b8b2ce1256195d0de7c9c2fe4ce26f1	True
README.md	52	systems/CIEL_FOUNDATIONS/archive/notebooks_quarantine/README.md	69	69	5a1c5a1b64d8a4cb77119cc3f64c5b1b31dfb002	True
README.md	53	systems/CIEL_FOUNDATIONS/Simulations/results/README.md	63	63	9c5a145146c4dd1f4e44c3fa803dd3f454bd2bb2	True
README.md	54	systems/CIEL_FOUNDATIONS/src/ciel_foundations/closure/README.md	58	58	7a2752801dcb73cf4d4d11ed51ea35a94438ea4b	True
README.md	55	systems/CIEL_FOUNDATIONS/Simulations/code/README.md	58	58	70c5865c3e6c51908ca7cf9f33797e73e2073991	True
README.md	56	systems/CIEL_FOUNDATIONS/provenance/runs/README.md	40	40	21b7f6792a19871b3b7e39530894723bcc7286f3	True
README.md	57	systems/CIEL_FOUNDATIONS/provenance/datasets/README.md	38	38	fa272ab1c5cdc85bbd7e00b3327601c8a3998837	True
README.md	58	systems/CIEL_FOUNDATIONS/LaTeX/macros/README.md	29	29	2580294678c2786b2e02e589ba144211b1f40452	True
README.md	59	systems/CIEL_FOUNDATIONS/interpretations/ontology/README.md	27	27	a23d3b138446d0e596a46ab660c035cf8c4d2db9	True
README.md	60	systems/CIEL_FOUNDATIONS/interpretations/physics/README.md	26	26	bc9a1d48ee21d77fa3d06b645011a3002d8e4468	True
README.md	61	systems/CIEL_FOUNDATIONS/LaTeX/papers/README.md	26	26	0ebec97a8c9d87e3ce525477947046bca87cac6c	True
README.md	62	systems/CIEL_FOUNDATIONS/LaTeX/tables/README.md	25	25	bb7db356200e81db49a4c31779b365fd8f540f79	True
README.md	63	systems/CIEL_FOUNDATIONS/interpretations/limits/README.md	24	24	3b437b967499eecf03334920ab8f9b2dd9692afe	True
README.md	64	systems/CIEL_FOUNDATIONS/whitepapers/constants/README.md	23	23	1bfb9f6756cce4b78984571ca1e64da31ec0c82c	True
README.md	65	systems/CIEL_FOUNDATIONS/environments/lock/README.md	22	22	aea402ffca5c2a6124b922149fe792b04eb077f9	True
README.md	66	systems/CIEL_FOUNDATIONS/whitepapers/modules/README.md	21	21	3fb2dedf1834b9bb88c25fb6108d2173c842e4db	True
README.md	67	systems/CIEL_FOUNDATIONS/whitepapers/sectors/README.md	21	21	c2a36373bc5571ec7aad67a0c4e92b4e93e555dc	True
general_data.json	1	data/observed_datasets_bundle/general_data.json	3307122	3300276	60dfaffffed7ffa6e7d0a1dfc8724f41c14425ca	True
general_data.json	2	research/holonomic_observed_end_to_end/data/general_data.json	3307122	3300276	60dfaffffed7ffa6e7d0a1dfc8724f41c14425ca	True
qa_data.json	1	data/observed_datasets_bundle/qa_data.json	6164420	6143535	a7b0ca4648d6bcd7c01677a8740ad0a62ac725f3	True
qa_data.json	2	research/holonomic_observed_end_to_end/data/qa_data.json	6164420	6143535	a7b0ca4648d6bcd7c01677a8740ad0a62ac725f3	True
summarization_data.json	1	data/observed_datasets_bundle/summarization_data.json	46992527	46851400	b47a5d5c07f09642a1cd43b6396b64811a6b074c	True
summarization_data.json	2	research/holonomic_observed_end_to_end/data/summarization_data.json	46992527	46851400	b47a5d5c07f09642a1cd43b6396b64811a6b074c	True
README.txt	1	research/holonomic_relations_research_grade/README.txt	668	668	b6b505eeaeb148ab96c70cf895d9430a5081a187	True
README.txt	2	research/holonomic_observed_end_to_end/README.txt	615	613	00b3bbb762ca14f6a6164fcfeeb62af1b0660839	True
README.txt	3	data/observed_datasets_bundle/README.txt	341	341	602ef9fbbf41b584c06ec797202e3d805fcb5c46	True
summary.json	1	research/holonomic_observed_end_to_end/results/summary.json	2252	2252	520866522b9bab75a4c7f1573b50ea174fa5495a	True
summary.json	2	research/holonomic_relations_research_grade/results/summary.json	772	772	8d76c86864b746195bc00730445e270763ed494b	True
summary.md	1	research/holonomic_observed_end_to_end/results/summary.md	1061	1061	c819e699d37bdd1df1d3b01f613c6cc9612e1b63	True
summary.md	2	research/holonomic_relations_research_grade/results/summary.md	444	444	a7e22b1fac6d8e3f370296aca70032f193134a4f	True
results_snippet.tex	1	research/holonomic_observed_end_to_end/report/results_snippet.tex	908	908	1b3c7ed39d86fedc133dcb1f7fddc380809c5f78	True
results_snippet.tex	2	research/holonomic_relations_research_grade/latex/results_snippet.tex	483	483	3091449a90120c8d210b381a574cc175eba9af4d	True
interpretation.md	1	research/holonomic_relations_research_grade/notes/interpretation.md	731	731	f1779de30bfd5ed0e41c182ee0d00ad1cf7d3c0c	True
interpretation.md	2	systems/CIEL_FOUNDATIONS/constants/Lambda0/interpretation.md	84	84	2982607ac170fcea7c8c11a1c59f95f62003f831	True
interpretation.md	3	systems/CIEL_FOUNDATIONS/constants/kappa/interpretation.md	82	82	4f05bfa51549ace2638b493df0f61a3927e5d205	True
interpretation.md	4	systems/CIEL_FOUNDATIONS/constants/tau/interpretation.md	80	80	a629c7655c1632ca89babd97d02f1b805a166fa4	True
interpretation.md	5	systems/CIEL_FOUNDATIONS/constants/I0/interpretation.md	79	79	953797ca5dd4a1df1b99f9bf7354b33d96dd8fb7	True
MEMORY_SECTOR_MANIFEST.md	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/MEMORY_SECTOR_MANIFEST.md	1030	1030	b344d1b15019734c0c07efec2b85f8df0e7beb17	True
MEMORY_SECTOR_MANIFEST.md	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/MEMORY_SECTOR_MANIFEST.md	1030	1030	b344d1b15019734c0c07efec2b85f8df0e7beb17	True
demo_ciel_omega_complete.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/demo_ciel_omega_complete.py	18268	18120	488fbba8bff993e1a1f90e2a3b88568623a92af1	True
demo_ciel_omega_complete.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_ciel_omega_complete.py	18268	18120	488fbba8bff993e1a1f90e2a3b88568623a92af1	True
demo_full_pipeline.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/demo_full_pipeline.py	25322	22424	e6c56785735576e2b4854fc505e67649de803732	True
demo_full_pipeline.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_full_pipeline.py	25322	22424	e6c56785735576e2b4854fc505e67649de803732	True
demo_holonomic_orchestrator.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/demo_holonomic_orchestrator.py	3236	3236	fe03d1c7535b951f2f57a079f58b6d8f9a063168	True
demo_holonomic_orchestrator.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_holonomic_orchestrator.py	3236	3236	fe03d1c7535b951f2f57a079f58b6d8f9a063168	True
demo_holonomy_eba.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/demo_holonomy_eba.py	11867	11726	89b2f58719c589c38dce8efa027e08fca2e49a6c	True
demo_holonomy_eba.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_holonomy_eba.py	11867	11726	89b2f58719c589c38dce8efa027e08fca2e49a6c	True
demo_m0_perceptual_memory.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/demo_m0_perceptual_memory.py	1575	1574	401c3616cee2a5060ba003c3affdde88245d532f	True
demo_m0_perceptual_memory.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_m0_perceptual_memory.py	1575	1574	401c3616cee2a5060ba003c3affdde88245d532f	True
demo_m1_working_memory.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/demo_m1_working_memory.py	1388	1382	a25591c6e0fd6a36b9539b1a99c4de91550f5eaa	True
demo_m1_working_memory.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_m1_working_memory.py	1388	1382	a25591c6e0fd6a36b9539b1a99c4de91550f5eaa	True
demo_m3_semantic_memory.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/demo_m3_semantic_memory.py	2932	2931	77f49c7a9511780423232233b1aea803c406a64a	True
demo_m3_semantic_memory.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_m3_semantic_memory.py	2932	2931	77f49c7a9511780423232233b1aea803c406a64a	True
demo_m4_procedural_memory.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/demo_m4_procedural_memory.py	2411	2410	9613def01de6d19c0ff2affe4bd49611db372952	True
demo_m4_procedural_memory.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_m4_procedural_memory.py	2411	2410	9613def01de6d19c0ff2affe4bd49611db372952	True
demo_m5_affective_memory.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/demo_m5_affective_memory.py	2367	2367	e2cc0ec1e40771eb768b4214fd140e84930f8dab	True
demo_m5_affective_memory.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_m5_affective_memory.py	2367	2367	e2cc0ec1e40771eb768b4214fd140e84930f8dab	True
demo_m6_identity_memory.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/demo_m6_identity_memory.py	10966	10916	df6b8fd76524a13fdcf6903ec2ec83e84313c3b9	True
demo_m6_identity_memory.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_m6_identity_memory.py	10966	10916	df6b8fd76524a13fdcf6903ec2ec83e84313c3b9	True
demo_memory_system.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/demo_memory_system.py	13067	13033	8755e7ea9e64de1101dd14be4e632a1d668d80ad	True
demo_memory_system.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_memory_system.py	13067	13033	8755e7ea9e64de1101dd14be4e632a1d668d80ad	True
demo_validation_fixes.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/demo_validation_fixes.py	10250	10155	849985da385cc31a2fe9804e8b81fba1439a11b3	True
demo_validation_fixes.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/demo_validation_fixes.py	10250	10155	849985da385cc31a2fe9804e8b81fba1439a11b3	True
test_affective_memory.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/test_affective_memory.py	3397	3396	03274c54c1280fc340e37c6941d4a0924ec74733	True
test_affective_memory.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_affective_memory.py	3397	3396	03274c54c1280fc340e37c6941d4a0924ec74733	True
test_affective_memory_consolidation.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/test_affective_memory_consolidation.py	2839	2838	6577a9021ee3723e27af7b5eb04c93831bdaa61a	True
test_affective_memory_consolidation.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_affective_memory_consolidation.py	2839	2838	6577a9021ee3723e27af7b5eb04c93831bdaa61a	True
test_alignment_strengthening.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/test_alignment_strengthening.py	3245	3225	190ac7aea28ae3153e8e287bd33abe5992223b0a	True
test_alignment_strengthening.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_alignment_strengthening.py	3245	3225	190ac7aea28ae3153e8e287bd33abe5992223b0a	True
test_defect_minimization.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/test_defect_minimization.py	2465	2458	a294df1e60f63f17472879bfdda5fe2d849d3ae7	True
test_defect_minimization.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_defect_minimization.py	2465	2458	a294df1e60f63f17472879bfdda5fe2d849d3ae7	True
test_grid_stability.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/test_grid_stability.py	4211	4191	a4850f6b23bf3e39edbaa2c4b3ba7d28fcb24f0c	True
test_grid_stability.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_grid_stability.py	4211	4191	a4850f6b23bf3e39edbaa2c4b3ba7d28fcb24f0c	True
test_holonomic_orchestrator.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/test_holonomic_orchestrator.py	2442	2442	5111aa3af9d4c725e58c7c064dddc455671dc61c	True
test_holonomic_orchestrator.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_holonomic_orchestrator.py	2442	2442	5111aa3af9d4c725e58c7c064dddc455671dc61c	True
test_m6_1_acceptance.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/test_m6_1_acceptance.py	13159	13102	950af02ffae3f6200d46437ffb67dc2d1e03411c	True
test_m6_1_acceptance.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_m6_1_acceptance.py	13159	13102	950af02ffae3f6200d46437ffb67dc2d1e03411c	True
test_memory_sector_integration.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/test_memory_sector_integration.py	2794	2794	091fad762725e6122df27ec68ec02133655e30ce	True
test_memory_sector_integration.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_memory_sector_integration.py	2794	2794	091fad762725e6122df27ec68ec02133655e30ce	True
test_perceptual_memory.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/test_perceptual_memory.py	3116	3115	eee015f249b6d41564f8416746fbbaa9c910540e	True
test_perceptual_memory.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_perceptual_memory.py	3116	3115	eee015f249b6d41564f8416746fbbaa9c910540e	True
test_perceptual_memory_consolidation.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/test_perceptual_memory_consolidation.py	2242	2241	4e8a01a5308f4c972ba5860de5e35e61e562be9c	True
test_perceptual_memory_consolidation.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_perceptual_memory_consolidation.py	2242	2241	4e8a01a5308f4c972ba5860de5e35e61e562be9c	True
test_procedural_memory.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/test_procedural_memory.py	4200	4199	e8963e336c12ebed3612a755e79075fbf11dde73	True
test_procedural_memory.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_procedural_memory.py	4200	4199	e8963e336c12ebed3612a755e79075fbf11dde73	True
test_procedural_memory_consolidation.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/test_procedural_memory_consolidation.py	2715	2714	8de019aa58a742b4fea1ea91b61c9a65200d43bb	True
test_procedural_memory_consolidation.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_procedural_memory_consolidation.py	2715	2714	8de019aa58a742b4fea1ea91b61c9a65200d43bb	True
test_semantic_memory.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/test_semantic_memory.py	4397	4396	0e307ba15f83a8ec8b9b2284da50d47f71427d58	True
test_semantic_memory.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_semantic_memory.py	4397	4396	0e307ba15f83a8ec8b9b2284da50d47f71427d58	True
test_semantic_memory_consolidation.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/test_semantic_memory_consolidation.py	2746	2745	fa2f663c94cb241628c0ec328102300c30b18b2e	True
test_semantic_memory_consolidation.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_semantic_memory_consolidation.py	2746	2745	fa2f663c94cb241628c0ec328102300c30b18b2e	True
test_working_memory.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/test_working_memory.py	3285	3284	e331a22e847a0a06ca854595ddb271e2f80d768e	True
test_working_memory.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_working_memory.py	3285	3284	e331a22e847a0a06ca854595ddb271e2f80d768e	True
test_working_memory_consolidation.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/test_working_memory_consolidation.py	2188	2187	ee7a52d71877b05ff33f09afcb395de554082e34	True
test_working_memory_consolidation.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/test_working_memory_consolidation.py	2188	2187	ee7a52d71877b05ff33f09afcb395de554082e34	True
registry.yaml	1	systems/CIEL_FOUNDATIONS/operational_modes/registry.yaml	1486	1486	72d6392e8e9f2abe661ce5b6b061a327321ff108	True
registry.yaml	2	systems/CIEL_FOUNDATIONS/assumptions/registry.yaml	831	831	cb6427c9cf3e9d4c270a3692049ee8a5aa4904c3	True
registry.yaml	3	systems/CIEL_FOUNDATIONS/axioms/registry.yaml	776	776	30b5702017cade9c676640727511f955ca8c7a7d	True
registry.yaml	4	systems/CIEL_FOUNDATIONS/constants/registry.yaml	643	643	c117faa57d3d1f291e1b76a9c13d9419b690475e	True
registry.yaml	5	systems/CIEL_FOUNDATIONS/reverse_operational_modes/registry.yaml	386	386	68577bdeda00c36d7977818492e7b904583bc137	True
registry.yaml	6	systems/CIEL_FOUNDATIONS/benchmarks/registry.yaml	353	353	cc740b1dc1fccb88b3931e1caeec973da3c20166	True
registry.yaml	7	systems/CIEL_FOUNDATIONS/artifacts/registry.yaml	191	191	c5650208b9d93d5ff4f665ecd97bf357c5e2216d	True
registry.yaml	8	systems/CIEL_FOUNDATIONS/Simulations/registry.yaml	169	169	11cfd69d90453ed17dbde5aecb8a8b437fe3de89	True
registry.yaml	9	systems/CIEL_FOUNDATIONS/definitions/registry.yaml	39	39	5298d143e7c3e10abc34e59ba5c65fa2413ef6a1	True
__init__.py	1	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/memory/__init__.py	3957	3956	23c78fcdf6b3fe14911cfcaf9f7357ed1ab2ee57	True
__init__.py	2	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/memory/__init__.py	3957	3956	23c78fcdf6b3fe14911cfcaf9f7357ed1ab2ee57	True
__init__.py	3	systems/CIEL_OMEGA_VOCABULARY_REFERENCE/vocabulary/__init__.py	2319	2317	4c0192faaf9e22f0ba8e27a98f1aabb16938e114	True
__init__.py	4	systems/CIEL_OMEGA_MEMORY_REFERENCE_v3.1.7/TODO/vocabulary/__init__.py	2319	2317	4c0192faaf9e22f0ba8e27a98f1aabb16938e114	True
__init__.py	5	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/vocabulary/__init__.py	2319	2317	4c0192faaf9e22f0ba8e27a98f1aabb16938e114	True
__init__.py	6	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/TODO/vocabulary/__init__.py	2319	2317	4c0192faaf9e22f0ba8e27a98f1aabb16938e114	True
__init__.py	7	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/core/braid/__init__.py	676	676	1eb92da25f79c66b375ce0a54433049e2d372892	True
__init__.py	8	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/config/__init__.py	575	574	d6c79aad8b9c7f9caec38d4b7ccb32e496379b21	True
__init__.py	9	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/memory/monolith/__init__.py	467	464	2937140b2e29120cf1468c85215f94fcf468a1a4	True
__init__.py	10	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/ciel/__init__.py	395	392	6afb9711ec68dbb4d2209ebe7848f918ce337daf	True
__init__.py	11	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/constraints/__init__.py	361	361	882dd9e10732f9a290ea70641c7365f51650c9b3	True
__init__.py	12	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/emotion/cqcl/__init__.py	327	324	7eb101e0dece5f5ff2fbc94c8b503fb8f0b2c15a	True
__init__.py	13	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/__init__.py	289	286	97b951d88c6eab9ff1b1ec009f534e797d2d3fcf	True
__init__.py	14	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/fields/__init__.py	269	265	be1d7ff058dd8ec9ed4c2768f7639bae167065ef	True
__init__.py	15	systems/CIEL_OMEGA_COMPLETE_SYSTEM/ciel_omega/resonance/__init__.py	248	245	455b22517ac496590995a52a01f15ba1b67b2e90	True
