dataset,case_type,label_hallucinated,query_response_jaccard,source_response_support,truth_proxy,H,Theta
general,non_hallucinated,0,0.09210526315789473,0.09210526315789473,1.0,0.2217554637216295,1.0
general,non_hallucinated,0,0.09836065573770492,0.09836065573770492,1.0,0.21876698134651898,1.0
general,non_hallucinated,0,0.044444444444444446,0.044444444444444446,1.0,0.24514920409083585,1.0
general,non_hallucinated,0,0.043478260869565216,0.043478260869565216,1.0,0.24563479519481118,1.0
general,hallucinated,1,0.125,0.125,0.0,2.1308062584602863,0.5
general,non_hallucinated,0,0.05405405405405406,0.05405405405405406,1.0,0.24034400836714073,1.0
general,hallucinated,1,0.1276595744680851,0.1276595744680851,0.0,2.1335852674902442,0.5
general,hallucinated,1,0.13846153846153847,0.13846153846153847,0.0,2.144869600323525,0.5
general,hallucinated,1,0.028985507246376812,0.028985507246376812,0.0,2.0303523869768045,0.5
general,non_hallucinated,0,0.014084507042253521,0.014084507042253521,1.0,0.26062172736531936,1.0
general,hallucinated,1,0.3902439024390244,0.3902439024390244,0.0,2.4058246946561335,0.5
general,hallucinated,1,0.07407407407407407,0.07407407407407407,0.0,2.0775507425136337,0.5
general,hallucinated,1,0.2857142857142857,0.2857142857142857,0.0,2.2980845323523478,0.5
general,non_hallucinated,0,0.05454545454545454,0.05454545454545454,1.0,0.24009948437869355,1.0
general,non_hallucinated,0,0.04081632653061224,0.04081632653061224,1.0,0.24697497041470426,1.0
general,hallucinated,1,0.5882352941176471,0.5882352941176471,0.0,2.606305348226089,0.5
general,non_hallucinated,0,0.013157894736842105,0.013157894736842105,1.0,0.26110089476726595,1.0
general,non_hallucinated,0,0.02040816326530612,0.02040816326530612,1.0,0.2573625917532211,1.0
general,non_hallucinated,0,0.023255813953488372,0.023255813953488372,1.0,0.2559011837123842,1.0
general,non_hallucinated,0,0.03225806451612903,0.03225806451612903,1.0,0.25130676771083554,1.0
general,non_hallucinated,0,0.06451612903225806,0.06451612903225806,1.0,0.23516320124356152,1.0
general,non_hallucinated,0,0.09375,0.09375,1.0,0.2209678491562875,1.0
general,hallucinated,1,0.2777777777777778,0.2777777777777778,0.0,2.2898637186144954,0.5
general,non_hallucinated,0,0.04950495049504951,0.04950495049504951,1.0,0.24261319980146195,1.0
general,hallucinated,1,0.10416666666666667,0.10416666666666667,0.0,2.109029003276012,0.5
general,hallucinated,1,0.6190476190476191,0.6190476190476191,0.0,2.636973300503369,0.5
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,hallucinated,1,0.009900990099009901,0.009900990099009901,0.0,2.0103682461442123,0.5
general,hallucinated,1,0.06666666666666667,0.06666666666666667,0.0,2.0697989934050027,0.5
general,non_hallucinated,0,0.045454545454545456,0.045454545454545456,1.0,0.24464202086548847,1.0
general,hallucinated,1,0.19402985074626866,0.19402985074626866,0.0,2.202838238271623,0.5
general,non_hallucinated,0,0.022222222222222223,0.022222222222222223,1.0,0.2564311726064749,1.0
general,non_hallucinated,0,0.12698412698412698,0.12698412698412698,1.0,0.20533650961827188,1.0
general,non_hallucinated,0,0.07692307692307693,0.07692307692307693,1.0,0.22908794869357985,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.08433734939759036,0.08433734939759036,1.0,0.2254930948492763,1.0
general,non_hallucinated,0,0.0547945205479452,0.0547945205479452,1.0,0.2399755920529286,1.0
general,non_hallucinated,0,0.11538461538461539,0.11538461538461539,1.0,0.21073072778970486,1.0
general,non_hallucinated,0,0.07462686567164178,0.07462686567164178,1.0,0.23020669556416634,1.0
general,non_hallucinated,0,0.05172413793103448,0.05172413793103448,1.0,0.2415049746480954,1.0
general,non_hallucinated,0,0.19230769230769232,0.19230769230769232,1.0,0.17620030801581954,1.0
general,hallucinated,1,0.48,0.48,0.0,2.4973797743297093,0.5
general,non_hallucinated,0,0.06666666666666667,0.06666666666666667,1.0,0.2341048142821456,1.0
general,non_hallucinated,0,0.060240963855421686,0.060240963855421686,1.0,0.23727386797070205,1.0
general,non_hallucinated,0,0.10526315789473684,0.10526315789473684,1.0,0.2154915227632115,1.0
general,hallucinated,1,0.061224489795918366,0.061224489795918366,0.0,2.06410315514331,0.5
general,non_hallucinated,0,0.031746031746031744,0.031746031746031744,1.0,0.2515670492052284,1.0
general,non_hallucinated,0,0.08955223880597014,0.08955223880597014,1.0,0.22298064175096166,1.0
general,non_hallucinated,0,0.20689655172413793,0.20689655172413793,1.0,0.1699835300519753,1.0
general,hallucinated,1,0.21052631578947367,0.21052631578947367,0.0,2.2200164419881596,0.5
general,hallucinated,1,0.17142857142857143,0.17142857142857143,0.0,2.1792786178068666,0.5
general,non_hallucinated,0,0.10204081632653061,0.10204081632653061,1.0,0.21701772890942042,1.0
general,non_hallucinated,0,0.03571428571428571,0.03571428571428571,1.0,0.2495531561824924,1.0
general,hallucinated,1,0.12790697674418605,0.12790697674418605,0.0,2.1338437668714176,0.5
general,non_hallucinated,0,0.09523809523809523,0.09523809523809523,1.0,0.22025638237706255,1.0
general,non_hallucinated,0,0.5172413793103449,0.5172413793103449,1.0,0.06355411879487319,1.0
general,hallucinated,1,0.025,0.025,0.0,2.026179191142689,0.5
general,non_hallucinated,0,0.012048192771084338,0.012048192771084338,1.0,0.26167527965235965,1.0
general,non_hallucinated,0,0.08771929824561403,0.08771929824561403,1.0,0.2238622151449247,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.02564102564102564,0.02564102564102564,1.0,0.25468008224877126,1.0
general,non_hallucinated,0,0.041666666666666664,0.041666666666666664,1.0,0.24654648858498424,1.0
general,non_hallucinated,0,0.21428571428571427,0.21428571428571427,1.0,0.16687548826004742,1.0
general,non_hallucinated,0,0.02564102564102564,0.02564102564102564,1.0,0.25468008224877126,1.0
general,hallucinated,1,0.047619047619047616,0.047619047619047616,0.0,2.049861383476147,0.5
general,non_hallucinated,0,0.054945054945054944,0.054945054945054944,1.0,0.23990072658836267,1.0
general,non_hallucinated,0,0.06060606060606061,0.06060606060606061,1.0,0.23709327310483544,1.0
general,non_hallucinated,0,0.02564102564102564,0.02564102564102564,1.0,0.25468008224877126,1.0
general,non_hallucinated,0,0.020833333333333332,0.020833333333333332,1.0,0.25714414929947693,1.0
general,non_hallucinated,0,0.16,0.16,1.0,0.19034589506796054,1.0
general,hallucinated,1,0.050505050505050504,0.050505050505050504,0.0,2.052882601194547,0.5
general,non_hallucinated,0,0.09859154929577464,0.09859154929577464,1.0,0.21865703858815608,1.0
general,non_hallucinated,0,0.1956521739130435,0.1956521739130435,1.0,0.17476570287678342,1.0
general,hallucinated,1,0.14893617021276595,0.14893617021276595,0.0,2.1558075614348065,0.5
general,hallucinated,1,0.11764705882352941,0.11764705882352941,0.0,2.123121812267885,0.5
general,non_hallucinated,0,0.1935483870967742,0.1935483870967742,1.0,0.17566746300613295,1.0
general,hallucinated,1,0.1111111111111111,0.1111111111111111,0.0,2.1162896578209525,0.5
general,hallucinated,1,0.16666666666666666,0.16666666666666666,0.0,2.1743114854953167,0.5
general,non_hallucinated,0,0.03278688524590164,0.03278688524590164,1.0,0.2510380843379202,1.0
general,hallucinated,1,0.0673076923076923,0.0673076923076923,0.0,2.0704698610164307,0.5
general,non_hallucinated,0,0.041666666666666664,0.041666666666666664,1.0,0.24654648858498424,1.0
general,non_hallucinated,0,0.09230769230769231,0.09230769230769231,1.0,0.22165845536374118,1.0
general,non_hallucinated,0,0.05555555555555555,0.05555555555555555,1.0,0.2395972176397776,1.0
general,non_hallucinated,0,0.0975609756097561,0.0975609756097561,1.0,0.21914795992019842,1.0
general,hallucinated,1,0.24,0.24,0.0,2.250666467128608,0.5
general,non_hallucinated,0,0.009523809523809525,0.009523809523809525,1.0,0.2629840932660219,1.0
general,non_hallucinated,0,0.024390243902439025,0.024390243902439025,1.0,0.2553200765936497,1.0
general,non_hallucinated,0,0.2112676056338028,0.2112676056338028,1.0,0.1681416577774079,1.0
general,non_hallucinated,0,0.03225806451612903,0.03225806451612903,1.0,0.25130676771083554,1.0
general,non_hallucinated,0,0.015873015873015872,0.015873015873015872,1.0,0.25969801614147764,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.2631578947368421,0.2631578947368421,1.0,0.14701186557039614,1.0
general,hallucinated,1,0.4,0.4,0.0,2.4158233816355197,0.5
general,non_hallucinated,0,0.047619047619047616,0.047619047619047616,1.0,0.24355685325954252,1.0
general,non_hallucinated,0,0.02564102564102564,0.02564102564102564,1.0,0.25468008224877126,1.0
general,non_hallucinated,0,0.15,0.15,1.0,0.1948294313002784,1.0
general,non_hallucinated,0,0.05128205128205128,0.05128205128205128,1.0,0.2417255560098105,1.0
general,non_hallucinated,0,0.030927835051546393,0.030927835051546393,1.0,0.2519832237814481,1.0
general,hallucinated,1,0.10204081632653061,0.10204081632653061,0.0,2.106806061306899,0.5
general,non_hallucinated,0,0.08,0.08,1.0,0.2275928415375703,1.0
general,non_hallucinated,0,0.1111111111111111,0.1111111111111111,1.0,0.21273471935317523,1.0
general,non_hallucinated,0,0.10256410256410256,0.10256410256410256,1.0,0.21676953815659403,1.0
general,non_hallucinated,0,0.06060606060606061,0.06060606060606061,1.0,0.23709327310483544,1.0
general,hallucinated,1,0.21428571428571427,0.21428571428571427,0.0,2.223928952206617,0.5
general,hallucinated,1,0.09230769230769231,0.09230769230769231,0.0,2.096626759051015,0.5
general,non_hallucinated,0,0.030303030303030304,0.030303030303030304,1.0,0.2523012458604297,1.0
general,non_hallucinated,0,0.029411764705882353,0.029411764705882353,1.0,0.2527552187072605,1.0
general,non_hallucinated,0,0.014705882352941176,0.014705882352941176,1.0,0.2603006326774612,1.0
general,non_hallucinated,0,0.11702127659574468,0.11702127659574468,1.0,0.20996561358654053,1.0
general,hallucinated,1,0.13636363636363635,0.13636363636363635,0.0,2.142678366398465,0.5
general,non_hallucinated,0,0.04,0.04,1.0,0.24738663991227228,1.0
general,non_hallucinated,0,0.11627906976744186,0.11627906976744186,1.0,0.2103124211182159,1.0
general,hallucinated,1,0.08695652173913043,0.08695652173913043,0.0,2.0910291982659266,0.5
general,non_hallucinated,0,0.21875,0.21875,1.0,0.16501100710501723,1.0
general,hallucinated,1,0.056338028169014086,0.056338028169014086,0.0,2.0589884893374286,0.5
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.21153846153846154,0.21153846153846154,1.0,0.168027840281468,1.0
general,non_hallucinated,0,0.011764705882352941,0.011764705882352941,1.0,0.26182210738894296,1.0
general,hallucinated,1,0.2608695652173913,0.2608695652173913,0.0,2.272333298192493,0.5
general,non_hallucinated,0,0.391304347826087,0.391304347826087,1.0,0.10072060219936119,1.0
general,non_hallucinated,0,0.23333333333333334,0.23333333333333334,1.0,0.15899029309511906,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.0847457627118644,0.0847457627118644,1.0,0.22529584988685647,1.0
general,non_hallucinated,0,0.020833333333333332,0.020833333333333332,1.0,0.25714414929947693,1.0
general,non_hallucinated,0,0.043478260869565216,0.043478260869565216,1.0,0.24563479519481118,1.0
general,non_hallucinated,0,0.05660377358490566,0.05660377358490566,1.0,0.23907651808816027,1.0
general,non_hallucinated,0,0.12280701754385964,0.12280701754385964,1.0,0.20727140892595938,1.0
general,non_hallucinated,0,0.1111111111111111,0.1111111111111111,1.0,0.21273471935317523,1.0
general,non_hallucinated,0,0.013888888888888888,0.013888888888888888,1.0,0.2607228508372416,1.0
general,non_hallucinated,0,0.08928571428571429,0.08928571428571429,1.0,0.22310872804225493,1.0
general,hallucinated,1,0.1111111111111111,0.1111111111111111,0.0,2.1162896578209525,0.5
general,non_hallucinated,0,0.030303030303030304,0.030303030303030304,1.0,0.2523012458604297,1.0
general,non_hallucinated,0,0.030303030303030304,0.030303030303030304,1.0,0.2523012458604297,1.0
general,non_hallucinated,0,0.06578947368421052,0.06578947368421052,1.0,0.23453625445005835,1.0
general,hallucinated,1,0.0,0.0,0.0,2.0000000000000004,0.5
general,hallucinated,1,0.034482758620689655,0.034482758620689655,0.0,2.036108298501122,0.5
general,non_hallucinated,0,0.05555555555555555,0.05555555555555555,1.0,0.2395972176397776,1.0
general,hallucinated,1,0.12,0.12,0.0,2.125581039058626,0.5
general,hallucinated,1,0.0,0.0,0.0,2.0000000000000004,0.5
general,hallucinated,1,0.08333333333333333,0.08333333333333333,0.0,2.0872387747306735,0.5
general,non_hallucinated,0,0.04878048780487805,0.04878048780487805,1.0,0.2429754981781149,1.0
general,non_hallucinated,0,0.18461538461538463,0.18461538461538463,1.0,0.17952111737393056,1.0
general,hallucinated,1,0.044444444444444446,0.044444444444444446,0.0,2.0465379127481125,0.5
general,non_hallucinated,0,0.027777777777777776,0.027777777777777776,1.0,0.25358849045560816,1.0
general,hallucinated,1,0.2972972972972973,0.2972972972972973,0.0,2.3100731993283956,0.5
general,non_hallucinated,0,0.08771929824561403,0.08771929824561403,1.0,0.2238622151449247,1.0
general,non_hallucinated,0,0.2608695652173913,0.2608695652173913,1.0,0.1479149580243892,1.0
general,non_hallucinated,0,0.02197802197802198,0.02197802197802198,1.0,0.2565564643468633,1.0
general,non_hallucinated,0,0.04918032786885246,0.04918032786885246,1.0,0.24277550988570315,1.0
general,non_hallucinated,0,0.12698412698412698,0.12698412698412698,1.0,0.20533650961827188,1.0
general,hallucinated,1,0.21951219512195122,0.21951219512195122,0.0,2.2293668507968003,0.5
general,non_hallucinated,0,0.13333333333333333,0.13333333333333333,1.0,0.20241190740166562,1.0
general,non_hallucinated,0,0.03773584905660377,0.03773584905660377,1.0,0.24853011560872615,1.0
general,hallucinated,1,0.022222222222222223,0.022222222222222223,0.0,2.023270531602794,0.5
general,non_hallucinated,0,0.14754098360655737,0.14754098360655737,1.0,0.19593952602785844,1.0
general,non_hallucinated,0,0.038461538461538464,0.038461538461538464,1.0,0.2481633488662239,1.0
general,hallucinated,1,0.046296296296296294,0.046296296296296294,0.0,2.0484766202214963,0.5
general,non_hallucinated,0,0.025,0.025,1.0,0.2550079858544053,1.0
general,hallucinated,1,0.2692307692307692,0.2692307692307692,0.0,2.2810049407701856,0.5
general,non_hallucinated,0,0.08620689655172414,0.08620689655172414,1.0,0.22459085363106204,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.08620689655172414,0.08620689655172414,1.0,0.22459085363106204,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.02631578947368421,0.02631578947368421,1.0,0.2543351329720367,1.0
general,non_hallucinated,0,0.0425531914893617,0.0425531914893617,1.0,0.24610014358665674,1.0
general,non_hallucinated,0,0.075,0.075,1.0,0.23002472507391597,1.0
general,non_hallucinated,0,0.018867924528301886,0.018867924528301886,1.0,0.25815465350235745,1.0
general,non_hallucinated,0,0.23255813953488372,0.23255813953488372,1.0,0.1593076328616808,1.0
general,hallucinated,1,0.03896103896103896,0.03896103896103896,0.0,2.0407970747828106,0.5
general,non_hallucinated,0,0.6923076923076923,0.6923076923076923,1.0,0.025899474724174223,1.0
general,hallucinated,1,0.2857142857142857,0.2857142857142857,0.0,2.2980845323523478,0.5
general,non_hallucinated,0,0.0945945945945946,0.0945945945945946,1.0,0.2205639111188769,1.0
general,hallucinated,1,0.15384615384615385,0.15384615384615385,0.0,2.1609331374334526,0.5
general,non_hallucinated,0,0.038461538461538464,0.038461538461538464,1.0,0.2481633488662239,1.0
general,non_hallucinated,0,0.027777777777777776,0.027777777777777776,1.0,0.25358849045560816,1.0
general,non_hallucinated,0,0.04838709677419355,0.04838709677419355,1.0,0.2431723360099207,1.0
general,non_hallucinated,0,0.15517241379310345,0.15517241379310345,1.0,0.19250417418992394,1.0
general,hallucinated,1,0.060240963855421686,0.060240963855421686,0.0,2.0630737299019426,0.5
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,hallucinated,1,0.2727272727272727,0.2727272727272727,0.0,2.2846296765465715,0.5
general,non_hallucinated,0,0.04285714285714286,0.04285714285714286,1.0,0.24594719800646647,1.0
general,non_hallucinated,0,0.14150943396226415,0.14150943396226415,1.0,0.19867506047980557,1.0
general,non_hallucinated,0,0.1794871794871795,0.1794871794871795,1.0,0.1817514003945526,1.0
general,hallucinated,1,0.11864406779661017,0.11864406779661017,0.0,2.1241638805504683,0.5
general,non_hallucinated,0,0.08695652173913043,0.08695652173913043,1.0,0.22422956319524923,1.0
general,non_hallucinated,0,0.09836065573770492,0.09836065573770492,1.0,0.21876698134651898,1.0
general,non_hallucinated,0,0.10144927536231885,0.10144927536231885,1.0,0.2172984535464921,1.0
general,non_hallucinated,0,0.1262135922330097,0.1262135922330097,1.0,0.20569278732205132,1.0
general,hallucinated,1,0.0660377358490566,0.0660377358490566,0.0,2.069140776030554,0.5
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.30434782608695654,0.30434782608695654,1.0,0.13121232567865748,1.0
general,non_hallucinated,0,0.0821917808219178,0.0821917808219178,1.0,0.22653063911149018,1.0
general,non_hallucinated,0,0.02702702702702703,0.02702702702702703,1.0,0.2539717736776234,1.0
general,non_hallucinated,0,0.5609756097560976,0.5609756097560976,1.0,0.052609152244441675,1.0
general,non_hallucinated,0,0.07462686567164178,0.07462686567164178,1.0,0.23020669556416634,1.0
general,non_hallucinated,0,0.24324324324324326,0.24324324324324326,1.0,0.15496023033506243,1.0
general,non_hallucinated,0,0.078125,0.078125,1.0,0.2285033751774185,1.0
general,non_hallucinated,0,0.3023255813953488,0.3023255813953488,1.0,0.1319677825349037,1.0
general,non_hallucinated,0,0.03614457831325301,0.03614457831325301,1.0,0.24933523622460146,1.0
general,hallucinated,1,0.1016949152542373,0.1016949152542373,0.0,2.1064443496843572,0.5
general,non_hallucinated,0,0.0625,0.0625,1.0,0.2361574713032899,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,hallucinated,1,0.05555555555555555,0.05555555555555555,0.0,2.0581694374862214,0.5
general,non_hallucinated,0,0.2037037037037037,0.2037037037037037,1.0,0.17133498936764097,1.0
general,non_hallucinated,0,0.13953488372093023,0.13953488372093023,1.0,0.19957449800512495,1.0
general,non_hallucinated,0,0.054945054945054944,0.054945054945054944,1.0,0.23990072658836267,1.0
general,hallucinated,1,0.10256410256410256,0.10256410256410256,0.0,2.107353259406243,0.5
general,non_hallucinated,0,0.02631578947368421,0.02631578947368421,1.0,0.2543351329720367,1.0
general,non_hallucinated,0,0.013513513513513514,0.013513513513513514,1.0,0.2609169496811748,1.0
general,non_hallucinated,0,0.07547169811320754,0.07547169811320754,1.0,0.22979478359511182,1.0
general,non_hallucinated,0,0.10666666666666667,0.10666666666666667,1.0,0.2148283630957488,1.0
general,non_hallucinated,0,0.07228915662650602,0.07228915662650602,1.0,0.2313482887622424,1.0
general,non_hallucinated,0,0.08235294117647059,0.08235294117647059,1.0,0.2264526281598758,1.0
general,non_hallucinated,0,0.013157894736842105,0.013157894736842105,1.0,0.26110089476726595,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.125,0.125,1.0,0.20625451693462302,1.0
general,non_hallucinated,0,0.041666666666666664,0.041666666666666664,1.0,0.24654648858498424,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.07894736842105263,0.07894736842105263,1.0,0.2281038080574435,1.0
general,non_hallucinated,0,0.0410958904109589,0.0410958904109589,1.0,0.24683406132758104,1.0
general,non_hallucinated,0,0.05660377358490566,0.05660377358490566,1.0,0.23907651808816027,1.0
general,non_hallucinated,0,0.1323529411764706,0.1323529411764706,1.0,0.20286220421460552,1.0
general,non_hallucinated,0,0.057692307692307696,0.057692307692307696,1.0,0.23853635307356277,1.0
general,non_hallucinated,0,0.07142857142857142,0.07142857142857142,1.0,0.23176921299078007,1.0
general,non_hallucinated,0,0.018867924528301886,0.018867924528301886,1.0,0.25815465350235745,1.0
general,non_hallucinated,0,0.02197802197802198,0.02197802197802198,1.0,0.2565564643468633,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.038461538461538464,0.038461538461538464,1.0,0.2481633488662239,1.0
general,non_hallucinated,0,0.0,0.0,1.0,0.2679491924311223,1.0
general,non_hallucinated,0,0.08080808080808081,0.08080808080808081,1.0,0.22720094971575672,1.0
general,non_hallucinated,0,0.16981132075471697,0.16981132075471697,1.0,0.1859951703965252,1.0
general,hallucinated,1,0.08771929824561403,0.08771929824561403,0.0,2.091827140879943,0.5
general,non_hallucinated,0,0.06741573033707865,0.06741573033707865,1.0,0.23373668833747555,1.0
general,non_hallucinated,0,0.04,0.04,1.0,0.24738663991227228,1.0
general,non_hallucinated,0,0.041666666666666664,0.041666666666666664,1.0,0.24654648858498424,1.0
general,hallucinated,1,0.0784313725490196,0.0784313725490196,0.0,2.082110057463207,0.5
general,non_hallucinated,0,0.25,0.25,1.0,0.15224093497742608,1.0
general,non_hallucinated,0,0.1076923076923077,0.1076923076923077,1.0,0.21434435606827135,1.0
general,hallucinated,1,0.07894736842105263,0.07894736842105263,0.0,2.0826499484976257,0.5
general,non_hallucinated,0,0.14634146341463414,0.14634146341463414,1.0,0.19648212102389684,1.0
general,hallucinated,1,0.07142857142857142,0.07142857142857142,0.0,2.0747823885526517,0.5
general,non_hallucinated,0,0.08333333333333333,0.08333333333333333,1.0,0.2259783336435564,1.0
general,non_hallucinated,0,0.046511627906976744,0.046511627906976744,1.0,0.24411177352532754,1.0
general,non_hallucinated,0,0.08974358974358974,0.08974358974358974,1.0,0.22288870370430675,1.0
general,non_hallucinated,0,0.1,0.1,1.0,0.21798695162326398,1.0
general,non_hallucinated,0,0.03296703296703297,0.03296703296703297,1.0,0.2509465854560889,1.0
general,non_hallucinated,0,0.16129032258064516,0.16129032258064516,1.0,0.18977098549935734,1.0
general,non_hallucinated,0,0.3611111111111111,0.3611111111111111,1.0,0.11086492546479028,1.0
general,hallucinated,1,0.22033898305084745,0.22033898305084745,0.0,2.2302269270333652,0.5
general,non_hallucinated,0,0.06756756756756757,0.06756756756756757,1.0,0.233662101330781,1.0
general,non_hallucinated,0,0.10810810810810811,0.10810810810810811,1.0,0.21414828370086259,1.0
general,hallucinated,1,0.025,0.025,0.0,2.026179191142689,0.5
general,non_hallucinated,0,0.047619047619047616,0.047619047619047616,1.0,0.24355685325954252,1.0
general,non_hallucinated,0,0.15384615384615385,0.15384615384615385,1.0,0.19309913077923502,1.0
general,hallucinated,1,0.09090909090909091,0.09090909090909091,0.0,2.095163831647484,0.5
general,non_hallucinated,0,0.16216216216216217,0.16216216216216217,1.0,0.18938300083480641,1.0
general,non_hallucinated,0,0.0425531914893617,0.0425531914893617,1.0,0.24610014358665674,1.0
general,hallucinated,1,0.08791208791208792,0.08791208791208792,0.0,2.0920288163696017,0.5
general,non_hallucinated,0,0.07936507936507936,0.07936507936507936,1.0,0.22790097913973106,1.0
general,hallucinated,1,0.10666666666666667,0.10666666666666667,0.0,2.1116430099863286,0.5
